kepid,koi_disposition,kepler_name,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
10797460,CONFIRMED,Kepler-227 b,1.3415436,1.4573013,0.0,1.2337772,0.0,1.1432849,1.4565622,1.3959299,0.0,0.0,0.0,1.4814775,0.0,0.0,0.0,1.6233647,0.0,1.2030141,1.4539005,0.0,0.0,1.4078238,1.3157377,0.0,1.7484322,0.0,0.0,0.0,0.0,1.6262844,1.3649737,0.0
10797460,CONFIRMED,Kepler-227 b,1.4423057,1.5950621,0.0,1.40636,0.0,1.0829239,1.3144543,1.3264711,0.0,0.0,0.0,1.447529,0.0,0.0,0.0,1.5981563,0.0,1.394014,1.4073322,0.0,0.0,1.3467164,1.3663789,0.0,1.50512,0.0,0.0,0.0,0.0,1.4564943,1.3249449,0.0
10811496,CANDIDATE,,0.0,0.0,0.9476477,0.0,0.9637912,0.0,0.0,0.0,0.91138595,0.6967516,0.98386765,0.0,0.8055636,0.82590127,1.0213362,0.0,1.1829401,0.0,0.0,1.0601307,0.9301085,0.0,0.0,0.77871835,0.0,0.8255391,0.79474586,1.1072061,0.8762473,0.0,0.0,0.48687172
10848459,FALSE POSITIVE,,0.3399294,0.50477695,0.0,0.52094793,0.0,0.41004845,0.58184373,0.48169917,0.0,0.0,0.0,0.56368095,0.0,0.0,0.0,0.5634319,0.0,0.25104225,0.47328436,0.0,0.0,0.45008877,0.3312543,0.0,0.6778828,0.0,0.0,0.0,0.0,0.52693117,0.29157555,0.0
10854555,CONFIRMED,Kepler-664 b,0.0,0.0,0.61569923,0.0,0.32806215,0.0,0.0,0.0,0.71481127,0.7178816,0.41274145,0.0,0.6156878,0.82177895,0.37999886,0.0,0.6970825,0.0,0.0,0.68760943,0.519878,0.0,0.0,0.685514,0.0,0.4392761,0.370633,0.42053428,0.68161947,0.0,0.0,0.40378946
6721123,FALSE POSITIVE,,1.461032,1.6116407,0.0,1.6294926,0.0,1.279297,1.643229,1.4368956,0.0,0.0,0.0,1.6355085,0.0,0.0,0.0,1.7949466,0.0,1.6607443,1.5713593,0.0,0.0,1.5389245,1.5181782,0.0,1.8438835,0.0,0.0,0.0,0.0,1.5620226,1.615652,0.0
10910878,CONFIRMED,Kepler-229 c,0.17056862,0.6605544,0.0,0.46852595,0.0,0.6549976,0.4998619,0.4813323,0.0,0.0,0.0,0.40337545,0.0,0.0,0.0,0.5500359,0.0,0.3475544,0.35540172,0.0,0.0,0.2838282,0.6777189,0.0,0.5414401,0.0,0.0,0.0,0.0,0.8882351,0.23988387,0.0
11446443,CONFIRMED,Kepler-1 b,0.31991473,0.64100134,0.0,0.5061156,0.0,0.4821478,0.5550943,0.4465572,0.0,0.0,0.0,0.5659031,0.0,0.0,0.0,0.5894068,0.0,0.5158065,0.6488848,0.0,0.0,0.49329358,0.6977278,0.0,0.7415834,0.0,0.0,0.0,0.0,0.76822484,0.40266466,0.0
6922244,CONFIRMED,Kepler-8 b,1.099505,1.3461797,0.0,1.0949134,0.0,1.089287,1.2688887,1.0832715,0.0,0.0,0.0,1.1498054,0.0,0.0,0.0,1.4804368,0.0,1.1105949,1.2290149,0.0,0.0,0.9777435,1.0730852,0.0,1.2989883,0.0,0.0,0.0,0.0,1.3542151,1.1783762,0.0
10984090,CONFIRMED,Kepler-466 c,0.0,0.0,1.3289856,0.0,1.3374676,0.0,0.0,0.0,1.2848232,1.2555467,1.3641273,0.0,1.2346743,1.3092968,1.4338309,0.0,1.6694618,0.0,0.0,1.5077431,1.2847078,0.0,0.0,1.2788708,0.0,1.2608153,1.3239627,1.4243509,1.0982649,0.0,0.0,0.93168277
10419211,FALSE POSITIVE,,0.0,0.0,0.4663844,0.0,0.13803835,0.0,0.0,0.0,0.3117053,0.29507005,0.66638297,0.0,0.3373977,0.47311082,0.65105754,0.0071118474,0.66620094,0.0,0.0,0.593878,0.64788043,0.0,0.0,0.6552083,0.0,0.5479017,0.4619298,0.68964803,0.39756975,0.0,0.0,0.04353004
10464078,FALSE POSITIVE,,0.18095988,0.0,0.7562245,0.0,0.6368994,0.0,0.0,0.0,0.4754534,0.38945425,0.7038028,0.0,0.41141358,0.6624074,1.1774093,0.0,1.2652189,0.19090928,0.0,0.5816743,1.7323246,0.0,0.0,1.0419867,0.0,0.45849115,0.6299962,0.3249194,0.17583379,0.0,0.0,0.0
10480982,FALSE POSITIVE,,0.0,0.0775937,0.18291861,0.22775805,0.0,0.0,0.10315531,0.28289953,0.0,0.0,0.0,0.12172597,0.045545988,0.044644427,0.25657016,0.29409185,0.0,0.14066239,0.13660423,0.1418239,0.3778789,0.0,0.19415519,0.087971106,0.23693699,0.0,0.22976658,0.20453075,0.0,0.18866724,0.0,0.0333222
10485250,FALSE POSITIVE,,0.61466575,0.7482548,0.0,0.8734295,0.0,0.6579691,0.88511336,0.78620636,0.0,0.0,0.0,0.8449475,0.0,0.0,0.0,0.96271735,0.0,0.6542472,0.8338172,0.0,0.0,0.6751976,0.74258184,0.0,0.9955325,0.0,0.0,0.0,0.0,0.9330968,0.5453139,0.0
10526549,CONFIRMED,Kepler-660 b,0.3657035,0.6757002,0.0,0.7623356,0.0,0.68776536,0.68463635,0.42298886,0.0,0.0,0.0,0.7645629,0.0,0.0,0.0,0.7202958,0.0,0.6485278,0.73835653,0.0,0.0,0.8305726,0.83088255,0.0,0.8899035,0.0,0.0,0.0,0.0,0.82913256,0.49716035,0.0
10583066,CONFIRMED,Kepler-661 b,0.0,0.0,1.1437862,0.0,0.29749876,0.0,0.0,0.0,0.6287483,0.9955899,0.73478186,0.0,1.0201234,0.897996,0.6581429,0.0,0.09067333,0.0,0.0,0.68571734,0.43053737,0.0,0.0,0.0,0.0,1.3468189,0.8872489,0.4946907,0.9360461,0.0,0.0,0.83789366
10583180,FALSE POSITIVE,,1.327858,1.6173569,0.0,1.4319919,0.0,1.2952477,1.4684837,1.3334678,0.0,0.0,0.0,1.5463383,0.0,0.0,0.0,1.5786829,0.0,1.7504867,1.4853755,0.0,0.0,1.5821339,1.4300895,0.0,1.8220289,0.0,0.0,0.0,0.0,1.4090981,1.414383,0.0
10601284,CONFIRMED,Kepler-226 c,1.2750199,1.4559127,0.0,1.2695436,0.0,1.1427901,1.3759484,1.3088651,0.0,0.0,0.0,1.5135453,0.0,0.0,0.0,1.4764452,0.0,1.6760342,1.3806468,0.0,0.0,1.3745955,1.3557798,0.0,1.6100152,0.0,0.0,0.0,0.0,1.2997067,1.3799516,0.0
10601284,CONFIRMED,Kepler-226 c,1.4543897,1.4994999,0.0,1.3406786,0.0,1.2004049,1.4255357,1.4231834,0.0,0.0,0.0,1.5579152,0.0,0.0,0.0,1.5457966,0.0,1.7323662,1.4545939,0.0,0.0,1.416678,1.3242055,0.0,1.7184486,0.0,0.0,0.0,0.0,1.2996662,1.4552802,0.0
10601284,CONFIRMED,Kepler-226 c,1.3057286,1.671146,0.0,1.4705886,0.0,1.2832699,1.4285276,1.2475269,0.0,0.0,0.0,1.501124,0.0,0.0,0.0,1.5316569,0.0,1.6520034,1.4794936,0.0,0.0,1.5016999,1.2781276,0.0,1.7439964,0.0,0.0,0.0,0.0,1.3662741,1.3925773,0.0
10662202,CONFIRMED,Kepler-662 b,0.34451222,0.543414,0.0,0.54941636,0.0,0.4794578,0.53176475,0.54242796,0.0,0.0,0.0,0.46721,0.0,0.0,0.0,0.59998804,0.0,0.48861182,0.6000321,0.0,0.0,0.4767668,0.46135968,0.0,0.64861745,0.0,0.0,0.0,0.0,0.55674607,0.26039267,0.0
10682541,CONFIRMED,Kepler-663 b,0.546681,0.59815764,0.0,0.7570474,0.0,0.55699307,0.7176236,0.6799091,0.0,0.0,0.0,0.67035896,0.0,0.0,0.0,0.7995269,0.0,0.4871713,0.66965026,0.0,0.0,0.5106613,0.56996554,0.0,0.881967,0.0,0.0,0.0,0.0,0.6983187,0.47222787,0.0
11460018,CONFIRMED,Kepler-671 b,0.0,0.0,0.59676236,0.0,0.23144703,0.0,0.0,0.0,0.43738654,0.4156986,0.5042736,0.0,0.5168301,0.5418904,0.42195255,0.0,0.6799027,0.0,0.0,0.5814226,0.45822996,0.0,0.0,0.42515624,0.0,0.5806394,0.33290374,0.27110153,0.46124414,0.0,0.0,0.38243514
11463211,FALSE POSITIVE,,0.0,0.0,0.8234948,0.0,0.88344055,0.0,0.0,0.0,0.78005135,0.6733806,0.655415,0.0,0.6423686,0.54166675,1.1923482,0.0,0.55234563,0.0,0.0,0.89653414,0.83380485,0.0,0.0,0.9323498,0.0,0.8601685,0.8544092,0.9877478,0.8189462,0.0,0.0,0.6570891
11465813,FALSE POSITIVE,,0.14518037,0.08158437,0.1191222,0.19018841,0.045827065,0.0,0.14453056,0.20507143,0.13283429,0.008794196,0.07952835,0.21679738,0.21073449,0.43703243,0.02456845,0.098720804,0.6175252,0.0,0.08139904,0.29734355,0.075166464,0.1826683,0.02793664,0.0,0.37336534,0.11020179,0.20500937,0.22371563,0.027598582,0.15304515,0.017007487,0.0
11493732,FALSE POSITIVE,,0.9291812,1.0106306,0.0,1.1985133,0.0,0.8820963,1.1482788,0.9687403,0.0,0.0,0.0,1.170105,0.0,0.0,0.0,1.1555352,0.0,0.8611127,1.1221976,0.0,0.0,1.0690863,0.9845751,0.0,1.3825128,0.0,0.0,0.0,0.0,1.1674373,0.8645409,0.0
11507101,CONFIRMED,Kepler-672 b,1.4731311,1.6584535,0.0,1.6424063,0.0,1.2974337,1.6493632,1.4474161,0.0,0.0,0.0,1.599207,0.0,0.0,0.0,1.769066,0.0,1.6192181,1.5645514,0.0,0.0,1.5538319,1.5615263,0.0,1.8494785,0.0,0.0,0.0,0.0,1.6051772,1.6193986,0.0
10910878,CONFIRMED,Kepler-229 c,1.3142266,1.488067,0.0,1.4624703,0.0,1.2951583,1.6146512,1.2862232,0.0,0.0,0.0,1.5869381,0.0,0.0,0.0,1.7870666,0.0,1.6975667,1.5221914,0.0,0.0,1.5029606,1.5655775,0.0,1.7918422,0.0,0.0,0.0,0.0,1.5759172,1.5481067,0.0
10910878,CONFIRMED,Kepler-229 c,0.45275956,0.57691395,0.0,0.73531383,0.0,0.60756224,0.7150173,0.5632737,0.0,0.0,0.0,0.7142385,0.0,0.0,0.0,0.6931232,0.0,0.60523885,0.75132334,0.0,0.0,0.65243804,0.69193995,0.0,0.8104075,0.0,0.0,0.0,0.0,0.7272124,0.52350503,0.0
10987985,CONFIRMED,Kepler-665 b,1.3877897,1.4166424,0.0,1.4131659,0.0,1.1156327,1.3920577,1.3553135,0.0,0.0,0.0,1.5250565,0.0,0.0,0.0,1.70618,0.0,1.3815923,1.4674462,0.0,0.0,1.29776,1.4932652,0.0,1.6838849,0.0,0.0,0.0,0.0,1.4716504,1.3163948,0.0
11018648,CONFIRMED,Kepler-230 b,1.2969754,1.418731,0.0,1.3724715,0.0,1.0312942,1.3620572,1.3393012,0.0,0.0,0.0,1.4522437,0.0,0.0,0.0,1.6088301,0.0,1.3146667,1.3620875,0.0,0.0,1.2222902,1.5488222,0.0,1.5565052,0.0,0.0,0.0,0.0,1.491336,1.2702085,0.0
11018648,CONFIRMED,Kepler-230 b,0.38698825,0.6244886,0.0,0.5798843,0.0,0.36086857,0.50985664,0.42900348,0.0,0.0,0.0,0.42352265,0.0,0.07078801,0.0,0.5961935,0.017005317,0.40742555,0.49129206,0.0,0.0,0.47634584,0.37641487,0.0,0.84799856,0.0,0.0,0.0,0.0,0.6422248,0.25910643,0.0
11138155,CONFIRMED,Kepler-1976 b,0.0,0.19771895,0.3800965,0.0,0.19563738,0.0,0.0,0.12876464,0.28350538,0.38103682,0.28643745,0.0,0.25105047,0.39387167,0.57948995,0.0,0.421411,0.0,0.0,0.583026,0.64361817,0.0,0.0,0.3641457,0.025654078,0.103030294,0.39675337,0.38944116,0.27780157,0.02715417,0.0,0.08879811
11152159,FALSE POSITIVE,,0.43169484,0.50368243,0.0,0.5257271,0.0,0.47967085,0.4658308,0.6357625,0.0,0.0,0.0,0.49119508,0.0,0.0,0.0,0.5837779,0.0,0.42447996,0.50479424,0.0,0.0,0.3382297,0.35069144,0.0,0.6191876,0.0,0.0,0.0,0.0,0.43857098,0.29251224,0.0
11153539,CONFIRMED,Kepler-666 b,0.2943066,0.30480874,0.0,0.35466176,0.0,0.13695413,0.33859947,0.29971302,0.0,0.0,0.0,0.28761613,0.0,0.19620857,0.0,0.35001358,0.10937167,0.24288331,0.2624328,0.096872434,0.0,0.25403523,0.2085565,0.0,0.5826001,0.0,0.0,0.0,0.0,0.38806626,0.15255384,0.0
11242721,FALSE POSITIVE,,1.326856,1.5861287,0.0,1.4498148,0.0,1.2671368,1.4566618,1.209481,0.0,0.0,0.0,1.3687246,0.0,0.0,0.0,1.4654202,0.0,1.3262135,1.3920577,0.0,0.0,1.1915108,1.1296605,0.0,1.4850783,0.0,0.0,0.0,0.0,1.3861794,1.2820034,0.0
9579641,CONFIRMED,Kepler-105 b,0.6830411,0.8116119,0.0,0.9196558,0.0,0.6870998,0.8317267,0.8199408,0.0,0.0,0.0,0.9276886,0.0,0.0,0.0,0.9386116,0.0,0.7189543,0.92700815,0.0,0.0,0.86030626,0.81647366,0.0,1.1215873,0.0,0.0,0.0,0.0,0.90050095,0.59827894,0.0
11304958,CONFIRMED,Kepler-667 b,0.78197616,0.81497777,0.0,0.98001677,0.0,0.72711366,0.9893369,0.823924,0.0,0.0,0.0,0.96235985,0.0,0.0,0.0,1.0084469,0.0,0.71984714,0.91777533,0.0,0.0,0.81908345,0.82857454,0.0,1.1936736,0.0,0.0,0.0,0.0,0.9831432,0.7289885,0.0
11391957,CONFIRMED,Kepler-668 b,0.41948363,0.7719822,0.0,0.7321866,0.0,0.20251845,1.0086106,0.0,0.0,0.0,0.0,0.8010979,0.0,0.17080441,0.0,0.7388831,0.0,0.19977884,0.79214525,0.0,0.0,0.912477,0.39011857,0.0,0.75037676,0.0,0.0,0.0,0.0,0.91903174,0.5315583,0.0
11403044,CONFIRMED,Kepler-669 b,0.56717455,0.74267256,0.0,0.80701804,0.0,0.6150485,0.7321405,0.5544301,0.0,0.0,0.0,0.74487126,0.0,0.0,0.0,0.7886494,0.0,0.60960215,0.685481,0.0,0.0,0.5987495,0.8053868,0.0,1.0065172,0.0,0.0,0.0,0.0,0.89149904,0.5540342,0.0
11414511,CONFIRMED,Kepler-670 b,0.0,0.0,0.3718525,0.0,0.38715744,0.0,0.0,0.07716516,0.22483057,0.16832021,0.25802314,0.12083272,0.16495243,0.36102358,0.6413056,0.05854632,0.55657345,0.0,0.0,0.39487052,0.6058572,0.0,0.0974963,0.3983072,0.0,0.30927092,0.4658547,0.6993128,0.2258454,0.0,0.0,0.06578511
11442465,FALSE POSITIVE,,0.7139624,0.75861835,0.0,0.905083,0.0,0.6957052,0.8730666,0.7893146,0.0,0.0,0.0,0.8598465,0.0,0.0,0.0,0.928514,0.0,0.62348545,0.83595216,0.0,0.0,0.72699845,0.70205563,0.0,1.1104615,0.0,0.0,0.0,0.0,0.8481255,0.64551705,0.0
12110942,CONFIRMED,Kepler-680 b,1.3112957,1.2636865,0.0,1.2581468,0.0,1.4732797,1.1885761,1.3362808,0.0,0.0,0.0,1.3621067,0.0,0.0,0.0,1.2468389,0.0,1.6854079,1.4648521,0.0,0.0,1.2925837,1.2268112,0.0,1.5442402,0.0,0.0,0.0,0.0,1.2119235,1.1948347,0.0
12366084,CONFIRMED,Kepler-232 b,1.3883094,1.1420985,0.0,1.2450728,0.0,1.2442319,1.247485,1.4649373,0.0,0.0,0.0,1.4481565,0.0,0.0,0.0,1.2328433,0.0,1.6422957,1.4626092,0.0,0.0,1.2084085,1.0561833,0.0,1.407372,0.0,0.0,0.0,0.0,1.1027395,1.1993961,0.0
12366084,CONFIRMED,Kepler-232 b,0.7149921,0.8410213,0.0,1.00085,0.0,0.77012277,0.916579,0.7578437,0.0,0.0,0.0,0.9046865,0.0,0.0,0.0,0.9626538,0.0,0.7205434,0.93034685,0.0,0.0,0.85731995,0.87223804,0.0,1.1118177,0.0,0.0,0.0,0.0,1.0119076,0.6839755,0.0
12404086,CONFIRMED,Kepler-681 b,1.1500442,1.4198974,0.0,1.0104077,0.0,1.2154616,1.0993934,1.1777914,0.0,0.0,0.0,1.1422842,0.0,0.0,0.0,1.0001681,0.0,1.2473608,1.2716607,0.0,0.0,1.0533112,0.9785745,0.0,1.2194409,0.0,0.0,0.0,0.0,1.1091998,1.0442414,0.0
8395660,CONFIRMED,Kepler-106 c,1.1362038,1.6193341,0.0,1.365375,0.0,1.3984437,1.4774884,1.1074597,0.0,0.0,0.0,1.3480138,0.0,0.0,0.0,1.4321687,0.0,1.3813965,1.4103699,0.0,0.0,1.3567308,1.2378296,0.0,1.5212493,0.0,0.0,0.0,0.0,1.422482,1.2236383,0.0
9579641,CONFIRMED,Kepler-105 b,0.41068235,0.43313965,0.0,0.57078063,0.0,0.1825937,0.5001156,0.34438264,0.0,0.0,0.0,0.44132787,0.0,0.14384727,0.0,0.57224345,0.012664296,0.23886424,0.28130493,0.0,0.0,0.25859606,0.27408597,0.0,0.70108914,0.0,0.0,0.0,0.0,0.58063453,0.115132354,0.0
11656840,FALSE POSITIVE,,1.4249907,1.6615714,0.0,1.655414,0.0,1.3713576,1.4471159,1.3939637,0.0,0.0,0.0,1.5500299,0.0,0.0,0.0,1.6569488,0.0,1.8096727,1.6112472,0.0,0.0,1.6272428,1.5871243,0.0,2.022239,0.0,0.0,0.0,0.0,1.5965248,1.5270078,0.0
11754553,CONFIRMED,Kepler-52 c,1.3951142,1.6744918,0.0,1.708772,0.0,1.340298,1.4662871,1.399132,0.0,0.0,0.0,1.5743504,0.0,0.0,0.0,1.6472875,0.0,1.7708014,1.6169744,0.0,0.0,1.6270953,1.5860059,0.0,1.9872959,0.0,0.0,0.0,0.0,1.6093385,1.5427557,0.0
11754553,CONFIRMED,Kepler-52 c,1.5112181,1.6698651,0.0,1.6522212,0.0,1.2908931,1.3854507,1.4385653,0.0,0.0,0.0,1.510355,0.0,0.0,0.0,1.6104208,0.0,1.7649525,1.5726223,0.0,0.0,1.5531651,1.5318722,0.0,2.012723,0.0,0.0,0.0,0.0,1.5392576,1.5288551,0.0
11754553,CONFIRMED,Kepler-52 c,0.43258923,0.47360876,0.0,0.65390944,0.0,0.3893161,0.63739616,0.45998484,0.0,0.0,0.0,0.57914376,0.0,0.0,0.0,0.7296423,0.0,0.39436272,0.4787927,0.0,0.0,0.40661263,0.48604953,0.0,0.8534506,0.0,0.0,0.0,0.0,0.66565526,0.36270413,0.0
11812062,CONFIRMED,Kepler-673 b,0.30980113,0.51676875,0.0,0.58721864,0.0,0.5437043,0.44303808,0.44227737,0.0,0.0,0.0,0.5088461,0.0,0.0,0.0,0.535819,0.0,0.5027268,0.5284994,0.026665777,0.0,0.46236566,0.6093974,0.0,0.6652282,0.0,0.0,0.0,0.0,0.63343567,0.3367751,0.0
11818800,CANDIDATE,,0.09828276,0.0,0.070838265,0.1778954,0.0,0.0,0.21744892,0.2985002,0.0,0.0,0.13923648,0.2057138,0.11467621,0.009053662,0.0,0.24830735,0.08895939,0.0,0.0,0.08860498,0.015731052,0.0,0.02960523,0.0,0.3321293,0.0,0.101999484,0.008043967,0.0,0.12036995,0.0,0.03451752
11853255,CONFIRMED,Kepler-674 b,1.2366675,1.2677947,0.0,1.3593465,0.0,1.0210103,1.1972574,1.1151015,0.0,0.0,0.0,1.2010134,0.0,0.0,0.0,1.361359,0.0,1.3263416,1.3203539,0.0,0.0,1.1877781,1.2606459,0.0,1.6550846,0.0,0.0,0.0,0.0,1.317433,1.185608,0.0
11909839,FALSE POSITIVE,,0.3738984,0.6739658,0.0,0.4298071,0.0,0.46550474,0.66240996,0.0,0.0,0.0,0.0,0.5895581,0.0,0.023265697,0.0,0.6044405,0.0,0.20266111,0.48386788,0.0,0.11699413,0.55819964,0.5356163,0.0,0.5291531,0.0,0.0,0.0,0.0,0.8347633,0.3676321,0.0
11918099,CONFIRMED,Kepler-675 b,0.51366365,0.55038893,0.0,0.6689727,0.0,0.4733983,0.72112834,0.6383286,0.0,0.0,0.0,0.70306045,0.0,0.0,0.0,0.7694252,0.0,0.46172398,0.6053439,0.0,0.0,0.48945063,0.48820063,0.0,0.8986433,0.0,0.0,0.0,0.0,0.6729853,0.475295,0.0
11918099,CANDIDATE,Kepler-675 b,0.41410273,0.5325867,0.0,0.5663281,0.0,0.50130665,0.4661885,0.5070572,0.0,0.0,0.0,0.5486528,0.0,0.0,0.0,0.6378476,0.0,0.63493466,0.6330526,0.0,0.006013632,0.5643679,0.55840164,0.0,0.7998156,0.0,0.0,0.0,0.0,0.61779344,0.3535901,0.0
9579641,CANDIDATE,Kepler-105 b,1.1843309,1.3921224,0.0,1.2772282,0.0,0.9546304,1.1996381,1.2201731,0.0,0.0,0.0,1.2304437,0.0,0.0,0.0,1.4057207,0.0,1.3773365,1.3429419,0.0,0.0,1.3168503,1.4338932,0.0,1.6697078,0.0,0.0,0.0,0.0,1.4122629,1.0845231,0.0
11923270,CONFIRMED,Kepler-676 b,1.0783718,1.3697072,0.0,1.0312341,0.0,0.6954983,0.7870172,1.1941226,0.0,0.0,0.0,1.1128451,0.0,0.0,0.0,1.2588575,0.0,1.1873977,1.1052389,0.0,0.0,0.867826,0.953292,0.0,1.3047614,0.0,0.0,0.0,0.0,1.1279023,0.93208295,0.0
11960862,CONFIRMED,Kepler-677 b,0.14820921,0.11415036,0.0073018223,0.22659218,0.0,0.13214608,0.21689594,0.29321036,0.0,0.022546481,0.0,0.19688746,0.0,0.0064529926,0.0,0.26546314,0.0013185292,0.14355211,0.15022169,0.077304065,0.0671573,0.08096134,0.124089174,0.040150154,0.33865017,0.0,0.0,0.0,0.0,0.15582779,0.0964784,0.0
12020329,CONFIRMED,Kepler-678 b,1.1241606,1.4867173,0.0,0.9039023,0.0,1.372164,0.9865186,1.0752922,0.0,0.0,0.0,1.0450312,0.0,0.0,0.0,0.96621454,0.0,1.3503351,1.2307202,0.0,0.0,1.0918735,1.0219474,0.0,1.3143635,0.0,0.0,0.0,0.0,1.1247488,0.96488625,0.0
12066335,CONFIRMED,Kepler-231 c,0.0,0.0,0.6420136,0.0,0.22763376,0.0,0.0,0.0,0.92641324,0.6314144,1.0493289,0.0,0.62110823,0.4084321,1.0696574,0.0,0.64607286,0.0,0.0,0.9365786,1.1103216,0.0,0.0,0.9742325,0.0,0.51113427,1.010035,1.0272377,0.8544408,0.0,0.0,0.36084688
12066335,CONFIRMED,Kepler-231 c,0.0,0.0,1.0439209,0.0,0.77840394,0.0,0.0,0.0,0.9611151,0.7348329,1.0702226,0.0,1.0588651,0.983578,0.92182887,0.0,1.233369,0.0,0.0,1.0414898,0.9567,0.0,0.0,0.7920499,0.0,0.9183448,0.87788004,0.90196824,0.97698915,0.0,0.0,0.68156564
12070811,CONFIRMED,Kepler-679 b,0.9588731,1.1952513,0.0,0.9006332,0.0,0.8153853,0.9352582,1.1799302,0.0,0.0,0.0,1.0059036,0.0,0.0,0.0,1.2478181,0.0,1.1884087,0.9864503,0.0,0.0,0.84000504,0.9227679,0.0,1.121218,0.0,0.0,0.0,0.0,0.92705154,0.99729335,0.0
8395660,CONFIRMED,Kepler-106 c,1.2301731,1.3521339,0.0,1.1863931,0.0,1.2351292,1.2367996,1.3875326,0.0,0.0,0.0,1.2951193,0.0,0.0,0.0,1.4025338,0.0,1.503699,1.336504,0.0,0.0,1.30891,1.2575722,0.0,1.4772947,0.0,0.0,0.0,0.0,1.2823404,1.2052734,0.0
3120431,FALSE POSITIVE,,1.1334735,1.2637492,0.0,1.2089132,0.0,0.88022566,1.1151477,1.262764,0.0,0.0,0.0,1.3119748,0.0,0.0,0.0,1.4533432,0.0,1.3179547,1.3936782,0.0,0.0,1.2136528,1.3428593,0.0,1.5551543,0.0,0.0,0.0,0.0,1.2710786,1.2031182,0.0
3246984,FALSE POSITIVE,,1.3273218,1.4654361,0.0,1.3696182,0.0,1.0271254,1.1514531,1.3585204,0.0,0.0,0.0,1.3821946,0.0,0.0,0.0,1.4283596,0.0,1.4010837,1.3541845,0.0,0.0,1.2641096,1.3190233,0.0,1.7025158,0.0,0.0,0.0,0.0,1.3915571,1.2247726,0.0
3342970,CONFIRMED,Kepler-234 b,0.526223,0.6833848,0.0,0.77875566,0.0,0.64649355,0.6910993,0.62819284,0.0,0.0,0.0,0.7145473,0.0,0.0,0.0,0.82942873,0.0,0.66741586,0.7820257,0.0,0.0,0.7132591,0.6601808,0.0,0.93641067,0.0,0.0,0.0,0.0,0.796768,0.49563336,0.0
3342970,CONFIRMED,Kepler-234 b,0.0,0.0,0.8879932,0.0,0.7922709,0.0,0.0,0.0,0.7642597,0.6642565,0.9144117,0.0,0.88303375,0.89759165,0.96528995,0.0,1.231191,0.0,0.0,1.1290915,1.1248261,0.0,0.0,0.8267361,0.0,0.642368,0.8396664,0.78920054,0.85295117,0.0,0.0,0.52552307
12470844,CONFIRMED,Kepler-233 b,0.0,0.0,0.5716852,0.0,0.048510145,0.0,0.0,0.0,0.3711778,0.2547942,0.53319913,0.0,0.66500306,0.59119415,0.36126465,0.0,0.9426656,0.0,0.0,0.6401867,0.5662682,0.0,0.0,0.50135684,0.0,0.3101195,0.5231052,0.27945235,0.33718354,0.0,0.0,0.28454757
12470844,CONFIRMED,Kepler-233 b,0.35608128,0.5258131,0.0,0.5680575,0.0,0.56105953,0.6598,0.63061,0.0,0.0,0.0,0.6159347,0.0,0.0,0.0,0.6820509,0.0,0.39090574,0.6465172,0.0,0.0,0.51169974,0.38021627,0.0,0.6219653,0.0,0.0,0.0,0.0,0.50756305,0.33245856,0.0
12644822,CONFIRMED,Kepler-682 b,0.0,0.0,0.4624591,0.0,0.0,0.0,0.0,0.0,0.21395025,0.35467488,0.39252234,0.0,0.3873063,0.034407932,0.018064454,0.0,0.15220729,0.0,0.0,0.2038191,0.16704729,0.0,0.0,0.4749686,0.0,0.11852113,0.4207362,0.09069672,0.2917382,0.0,0.0,0.15304254
2440757,FALSE POSITIVE,,0.0,0.0,1.1008971,0.0,1.1420345,0.0,0.0,0.0,1.1596588,0.912077,1.1913277,0.0,1.101544,0.76819634,0.98143446,0.0,0.8275537,0.0,0.0,0.94419014,0.8085048,0.0,0.0,0.83231485,0.0,1.051761,0.95010364,1.2930267,1.1887798,0.0,0.0,0.866053
2445129,FALSE POSITIVE,,0.87728673,1.1337804,0.0,0.7399804,0.0,0.70750755,0.90886563,1.0894032,0.0,0.0,0.0,0.98650104,0.0,0.0,0.0,1.073538,0.0,1.2534784,0.99050033,0.0,0.0,1.0552703,1.0116688,0.0,1.1644824,0.0,0.0,0.0,0.0,1.0703639,0.86131024,0.0
2713049,CONFIRMED,Kepler-683 b,0.9943191,1.254429,0.0,0.8599866,0.0,0.87031543,0.94599825,1.0827069,0.0,0.0,0.0,0.9998357,0.0,0.0,0.0,1.1390017,0.0,1.3336821,1.0786887,0.0,0.0,1.1672827,1.1329948,0.0,1.30088,0.0,0.0,0.0,0.0,1.1959182,0.9389854,0.0
3114167,CONFIRMED,Kepler-684 b,1.0648323,1.4390973,0.0,0.8547846,0.0,1.3079488,0.99042886,1.0915985,0.0,0.0,0.0,1.0363983,0.0,0.0,0.0,0.95240545,0.0,1.2964178,1.2098465,0.0,0.0,1.0742688,0.9845395,0.0,1.2614901,0.0,0.0,0.0,0.0,1.0755517,0.9603398,0.0
