0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.19808313,0.37606478,0.0,0.19322246,0.0,0.0,0.13190834,0.2823981,0.38147655,0.2818624,0.0,0.24895526,0.3907954,0.5768464,0.0,0.4161287,0.0,0.0,0.58022845,0.64031917,0.0,0.0,0.36189815,0.028713413,0.100980766,0.3952309,0.3876145,0.27781588,0.026947036,0.0,0.08394995
0.42989177,0.50035566,0.0,0.5212968,0.0,0.4814516,0.46752524,0.6390555,0.0,0.0,0.0,0.4934678,0.0,0.0,0.0,0.5840521,0.0,0.4262255,0.5068483,0.0,0.0,0.33920377,0.35344863,0.0,0.618228,0.0,0.0,0.0,0.0,0.4365993,0.297915,0.0
0.29468554,0.30254796,0.0,0.35275882,0.0,0.1393623,0.34206823,0.30154723,0.0,0.0,0.0,0.29105908,0.0,0.19701016,0.0,0.34984332,0.10943713,0.2455811,0.26620707,0.09202155,0.0,0.25862518,0.21259883,0.0,0.58263266,0.0,0.0,0.0,0.0,0.38943392,0.15949069,0.0
0.42625844,0.77475554,0.0,0.72701013,0.0,0.19003394,0.9993297,0.0,0.0,0.0,0.0,0.7964983,0.0,0.17850995,0.0,0.73622936,0.0,0.20490932,0.8085777,0.0,0.0,0.91090506,0.3852716,0.0,0.74870604,0.0,0.0,0.0,0.0,0.91098064,0.53467906,0.0
0.5684799,0.74139094,0.0,0.8064456,0.0,0.6158862,0.73268986,0.5540532,0.0,0.0,0.0,0.744826,0.0,0.0,0.0,0.7887409,0.0,0.60923797,0.6877587,0.0,0.0,0.59945136,0.8073983,0.0,1.0059621,0.0,0.0,0.0,0.0,0.89049226,0.5555547,0.0
0.71384156,0.756954,0.0,0.90207666,0.0,0.69883394,0.8732542,0.7920362,0.0,0.0,0.0,0.8610076,0.0,0.0,0.0,0.9288854,0.0,0.6262153,0.8366911,0.0,0.0,0.7263611,0.70350397,0.0,1.1088076,0.0,0.0,0.0,0.0,0.84608555,0.6486504,0.0
1.3083524,1.2678952,0.0,1.259401,0.0,1.4754355,1.1979154,1.336017,0.0,0.0,0.0,1.3628291,0.0,0.0,0.0,1.2531623,0.0,1.6839792,1.464091,0.0,0.0,1.2921327,1.2288834,0.0,1.5395987,0.0,0.0,0.0,0.0,1.2147577,1.1968641,0.0
1.3863844,1.1480043,0.0,1.2491783,0.0,1.2480661,1.2595385,1.4674127,0.0,0.0,0.0,1.4514421,0.0,0.0,0.0,1.2419096,0.0,1.6420845,1.4628521,0.0,0.0,1.2090611,1.0598645,0.0,1.4051765,0.0,0.0,0.0,0.0,1.1082857,1.2020383,0.0
0.71621937,0.84152126,0.0,1.0006919,0.0,0.7715732,0.91943496,0.75962,0.0,0.0,0.0,0.90753204,0.0,0.0,0.0,0.9645002,0.0,0.7212506,0.9309434,0.0,0.0,0.85797465,0.87324,0.0,1.1130509,0.0,0.0,0.0,0.0,1.0131873,0.68556744,0.0
1.4222078,1.6611371,0.0,1.650983,0.0,1.3720073,1.4437164,1.3921655,0.0,0.0,0.0,1.5451133,0.0,0.0,0.0,1.6534485,0.0,1.8084841,1.6071169,0.0,0.0,1.6259537,1.5853244,0.0,2.0198293,0.0,0.0,0.0,0.0,1.594762,1.5234598,0.0
